1.100000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.290000000000000036e+01,2.000000000000000000e+00,4.615384615384615330e+01,-4.615384615384598987e+00,1.110000000000000000e+02
1.400000000000000000e+01,2.039999999999999858e+01,1.900000000000000000e+01,2.030000000000000071e+01,5.000000000000000000e+00,2.940950226244343924e+01,-2.940950226244281041e+00,1.090000000000000000e+02
1.400000000000000000e+01,2.039999999999999858e+01,1.900000000000000000e+01,2.030000000000000071e+01,5.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,1.090000000000000000e+02
1.500000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,1.309999999999999964e+01,5.000000000000000000e+00,4.568879289940828414e+01,4.568879289940812605e+00,1.000000000000000000e+02
2.200000000000000000e+01,1.309999999999999964e+01,2.400000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,4.579924621713612254e+01,-4.579924621713596267e+00,1.050000000000000000e+02
2.600000000000000000e+01,2.039999999999999858e+01,2.800000000000000000e+01,2.030000000000000071e+01,2.000000000000000000e+00,2.940805520579735699e+01,-2.940805520579672816e+00,1.090000000000000000e+02
3.600000000000000000e+01,1.300000000000000000e+01,4.100000000000000000e+01,1.300000000000000000e+01,5.000000000000000000e+00,4.614576293408155294e+01,0.000000000000000000e+00,1.090000000000000000e+02
5.200000000000000000e+01,2.000000000000000000e+01,5.400000000000000000e+01,1.989999999999999858e+01,2.000000000000000000e+00,2.999474590715301048e+01,-2.999474590715343503e+00,1.090000000000000000e+02
5.700000000000000000e+01,1.309999999999999964e+01,6.200000000000000000e+01,1.309999999999999964e+01,5.000000000000000000e+00,4.579121552650023119e+01,0.000000000000000000e+00,1.050000000000000000e+02
7.900000000000000000e+01,2.019999999999999929e+01,8.400000000000000000e+01,2.050000000000000000e+01,5.000000000000000000e+00,2.969628333649272278e+01,8.908885000947837085e+00,1.110000000000000000e+02
8.600000000000000000e+01,2.030000000000000071e+01,8.700000000000000000e+01,2.019999999999999929e+01,1.000000000000000000e+00,2.925884099136408523e+01,-2.925884099136450089e+00,1.050000000000000000e+02
8.500000000000000000e+01,1.309999999999999964e+01,9.000000000000000000e+01,1.319999999999999929e+01,5.000000000000000000e+00,4.579801620207347668e+01,4.579801620207331503e+00,1.110000000000000000e+02
1.030000000000000000e+02,1.319999999999999929e+01,1.080000000000000000e+02,1.319999999999999929e+01,5.000000000000000000e+00,4.545231450169494281e+01,0.000000000000000000e+00,1.050000000000000000e+02
1.120000000000000000e+02,1.969999999999999929e+01,1.170000000000000000e+02,1.989999999999999858e+01,5.000000000000000000e+00,3.045535794022199028e+01,6.091071588044376206e+00,1.090000000000000000e+02
1.250000000000000000e+02,1.309999999999999964e+01,1.300000000000000000e+02,1.309999999999999964e+01,5.000000000000000000e+00,4.580392840750027972e+01,0.000000000000000000e+00,1.090000000000000000e+02
1.290000000000000000e+02,1.980000000000000071e+01,1.340000000000000000e+02,1.980000000000000071e+01,5.000000000000000000e+00,3.000157310691268009e+01,0.000000000000000000e+00,1.090000000000000000e+02
1.370000000000000000e+02,1.309999999999999964e+01,1.420000000000000000e+02,1.309999999999999964e+01,5.000000000000000000e+00,4.580392840750027972e+01,0.000000000000000000e+00,1.090000000000000000e+02
1.490000000000000000e+02,1.980000000000000071e+01,1.500000000000000000e+02,1.969999999999999929e+01,1.000000000000000000e+00,3.030461929991180270e+01,-3.030461929991223435e+00,1.050000000000000000e+02
1.550000000000000000e+02,1.300000000000000000e+01,1.560000000000000000e+02,1.280000000000000071e+01,1.000000000000000000e+00,4.569239584182801650e+01,-9.138479168365570615e+00,1.050000000000000000e+02
1.520000000000000000e+02,1.980000000000000071e+01,1.570000000000000000e+02,2.039999999999999858e+01,5.000000000000000000e+00,3.030308876358352066e+01,1.818185325815004916e+01,1.000000000000000000e+02
1.620000000000000000e+02,1.290000000000000036e+01,1.630000000000000000e+02,1.280000000000000071e+01,1.000000000000000000e+00,4.651872800463964808e+01,-4.651872800463948465e+00,1.000000000000000000e+02
1.630000000000000000e+02,2.060000000000000142e+01,1.680000000000000000e+02,2.060000000000000142e+01,5.000000000000000000e+00,2.883935317219674488e+01,0.000000000000000000e+00,1.050000000000000000e+02
1.720000000000000000e+02,1.290000000000000036e+01,1.770000000000000000e+02,1.290000000000000036e+01,5.000000000000000000e+00,4.651512190169356131e+01,0.000000000000000000e+00,1.050000000000000000e+02
1.770000000000000000e+02,2.050000000000000000e+01,1.820000000000000000e+02,2.069999999999999929e+01,5.000000000000000000e+00,2.897778642958675377e+01,5.795557285917330326e+00,1.110000000000000000e+02
1.840000000000000000e+02,2.069999999999999929e+01,1.890000000000000000e+02,2.080000000000000071e+01,5.000000000000000000e+00,2.899048444950271275e+01,2.899048444950312664e+00,1.000000000000000000e+02
1.850000000000000000e+02,1.300000000000000000e+01,1.900000000000000000e+02,1.300000000000000000e+01,5.000000000000000000e+00,4.570015367874300694e+01,0.000000000000000000e+00,1.050000000000000000e+02
1.910000000000000000e+02,2.080000000000000071e+01,1.960000000000000000e+02,2.080000000000000071e+01,5.000000000000000000e+00,2.885250089370940785e+01,0.000000000000000000e+00,1.050000000000000000e+02
1.950000000000000000e+02,1.309999999999999964e+01,1.980000000000000000e+02,1.300000000000000000e+01,3.000000000000000000e+00,4.535348842773008471e+01,-4.535348842772992661e+00,1.110000000000000000e+02
2.040000000000000000e+02,1.309999999999999964e+01,2.090000000000000000e+02,1.309999999999999964e+01,5.000000000000000000e+00,4.580814237410137224e+01,0.000000000000000000e+00,1.000000000000000000e+02
2.110000000000000000e+02,2.089999999999999858e+01,2.160000000000000000e+02,2.089999999999999858e+01,5.000000000000000000e+00,2.871228062682909155e+01,0.000000000000000000e+00,1.090000000000000000e+02
2.180000000000000000e+02,1.300000000000000000e+01,2.230000000000000000e+02,1.300000000000000000e+01,5.000000000000000000e+00,4.616051270005599605e+01,0.000000000000000000e+00,1.000000000000000000e+02
2.250000000000000000e+02,2.089999999999999858e+01,2.280000000000000000e+02,2.080000000000000071e+01,3.000000000000000000e+00,2.871228062682909155e+01,-2.871228062682848137e+00,1.000000000000000000e+02
2.410000000000000000e+02,1.269999999999999929e+01,2.440000000000000000e+02,1.259999999999999964e+01,3.000000000000000000e+00,4.724865770237015994e+01,-4.724865770236998941e+00,1.000000000000000000e+02
2.460000000000000000e+02,1.269999999999999929e+01,2.470000000000000000e+02,1.259999999999999964e+01,1.000000000000000000e+00,4.724493733562194109e+01,-4.724493733562177056e+00,1.000000000000000000e+02
2.490000000000000000e+02,2.110000000000000142e+01,2.500000000000000000e+02,2.100000000000000000e+01,1.000000000000000000e+00,2.843428716706459625e+01,-2.843428716706500214e+00,1.000000000000000000e+02
2.610000000000000000e+02,2.110000000000000142e+01,2.660000000000000000e+02,2.130000000000000071e+01,5.000000000000000000e+00,2.843293957051638898e+01,5.686587914103257368e+00,1.050000000000000000e+02
2.620000000000000000e+02,1.250000000000000000e+01,2.660000000000000000e+02,1.240000000000000036e+01,4.000000000000000000e+00,4.751485397508135122e+01,-4.751485397508118602e+00,1.090000000000000000e+02
2.680000000000000000e+02,2.139999999999999858e+01,2.730000000000000000e+02,2.139999999999999858e+01,5.000000000000000000e+00,2.803478392350756465e+01,0.000000000000000000e+00,1.050000000000000000e+02
2.780000000000000000e+02,2.160000000000000142e+01,2.830000000000000000e+02,2.180000000000000071e+01,5.000000000000000000e+00,2.777520259088248977e+01,5.555040518176478592e+00,1.050000000000000000e+02
2.810000000000000000e+02,1.240000000000000036e+01,2.860000000000000000e+02,1.240000000000000036e+01,5.000000000000000000e+00,4.789878485511542294e+01,0.000000000000000000e+00,1.050000000000000000e+02
2.870000000000000000e+02,2.180000000000000071e+01,2.920000000000000000e+02,2.180000000000000071e+01,5.000000000000000000e+00,2.752293240221301218e+01,0.000000000000000000e+00,1.050000000000000000e+02
2.990000000000000000e+02,2.189999999999999858e+01,3.040000000000000000e+02,2.200000000000000000e+01,5.000000000000000000e+00,2.739725691179194556e+01,2.739725691179233369e+00,1.050000000000000000e+02
3.050000000000000000e+02,1.240000000000000036e+01,3.070000000000000000e+02,1.230000000000000071e+01,2.000000000000000000e+00,4.838930029235122987e+01,-4.838930029235105401e+00,1.110000000000000000e+02
3.060000000000000000e+02,2.189999999999999858e+01,3.110000000000000000e+02,2.189999999999999858e+01,5.000000000000000000e+00,2.712452284880838960e+01,0.000000000000000000e+00,1.090000000000000000e+02
3.230000000000000000e+02,2.050000000000000000e+01,3.280000000000000000e+02,2.080000000000000071e+01,5.000000000000000000e+00,2.926726508901770529e+01,8.780179526705332194e+00,1.110000000000000000e+02
3.270000000000000000e+02,1.209999999999999964e+01,3.320000000000000000e+02,1.230000000000000071e+01,5.000000000000000000e+00,4.908918553567060883e+01,9.817837107134174346e+00,1.110000000000000000e+02
3.300000000000000000e+02,2.080000000000000071e+01,3.350000000000000000e+02,2.080000000000000071e+01,5.000000000000000000e+00,2.856379541684200873e+01,0.000000000000000000e+00,1.110000000000000000e+02
3.360000000000000000e+02,1.230000000000000071e+01,3.390000000000000000e+02,1.219999999999999929e+01,3.000000000000000000e+00,4.879389548708953583e+01,-4.879389548709022861e+00,1.000000000000000000e+02
3.470000000000000000e+02,2.060000000000000142e+01,3.520000000000000000e+02,2.050000000000000000e+01,5.000000000000000000e+00,2.913185051435506168e+01,-2.913185051435547734e+00,1.000000000000000000e+02
3.470000000000000000e+02,2.060000000000000142e+01,3.520000000000000000e+02,2.050000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+02
3.670000000000000000e+02,1.180000000000000071e+01,3.680000000000000000e+02,1.169999999999999929e+01,1.000000000000000000e+00,5.085482955467794852e+01,-5.085482955467867328e+00,1.000000000000000000e+02
